family,model,variant_a,variant_b,n_overlap,p_b,p_b_given_a,p_a_given_b,lift_b_given_a,agreement_rate,phi_corr
BW,deepseek/deepseek-r1-distill-llama-70b,W6,canonical,49,0.7142857142857143,0.8918918918918919,0.9428571428571428,0.17760617760617758,0.8775510204081632,0.6903452589658137
BW,deepseek/deepseek-r1-distill-llama-70b,W6,W1,65,0.676923076923077,0.8723404255319149,0.9318181818181818,0.19541734860883797,0.8615384615384616,0.6752322304075233
BW,deepseek/deepseek-r1-distill-llama-70b,W6,W2,65,0.5076923076923077,0.6382978723404256,0.9090909090909091,0.1306055646481179,0.6923076923076923,0.42213927027394027
BW,deepseek/deepseek-r1-distill-llama-70b,W6,W3,65,0.1076923076923077,0.0851063829787234,0.5714285714285714,-0.022585924713584296,0.2923076923076923,-0.11773372702410065
BW,deepseek/deepseek-r1-distill-llama-70b,W6,W4,65,0.06153846153846154,0.0851063829787234,1.0,0.02356792144026186,0.3384615384615385,0.15847194992097013
BW,deepseek/deepseek-r1-distill-llama-70b,W6,W5,65,0.3076923076923077,0.40425531914893614,0.95,0.09656301145662843,0.5538461538461539,0.3380769640514933
BW,deepseek/deepseek-r1-distill-llama-70b,W6,W6,65,0.7230769230769231,1.0,1.0,0.27692307692307694,1.0,
BW,Gemini,canonical,canonical,65,0.38461538461538464,1.0,1.0,0.6153846153846154,1.0,
BW,Gemini,canonical,W1,65,0.13846153846153847,0.2,0.5555555555555556,0.06153846153846154,0.6307692307692307,0.14085904245475298
BW,Gemini,canonical,W2,65,0.1076923076923077,0.16,0.5714285714285714,0.052307692307692305,0.6307692307692307,0.13340002437204815
BW,Gemini,canonical,W3,65,0.1076923076923077,0.12,0.42857142857142855,0.012307692307692297,0.6,0.03138824102871724
BW,Gemini,canonical,W4,65,0.03076923076923077,0.04,0.5,0.00923076923076923,0.6153846153846154,0.04225771273642587
BW,Gemini,canonical,W5,65,0.5692307692307692,0.76,0.5135135135135135,0.1907692307692308,0.6307692307692307,0.30456627810809545
BW,Gemini,canonical,W6,65,0.3384615384615385,0.44,0.5,0.10153846153846152,0.6153846153846154,0.16964394998773727
BW,Gemini,W1,canonical,65,0.38461538461538464,0.5555555555555556,0.2,0.17094017094017094,0.6307692307692307,0.14085904245475298
BW,Gemini,W1,W1,65,0.13846153846153847,1.0,1.0,0.8615384615384616,1.0,
BW,Gemini,W1,W2,65,0.1076923076923077,0.3333333333333333,0.42857142857142855,0.22564102564102562,0.8461538461538461,0.29180695999251005
BW,Gemini,W1,W3,65,0.1076923076923077,0.0,0.0,-0.1076923076923077,0.7538461538461538,-0.13927150363278917
BW,Gemini,W1,W4,65,0.03076923076923077,0.2222222222222222,1.0,0.19145299145299144,0.8923076923076924,0.4444444444444452
BW,Gemini,W1,W5,65,0.5692307692307692,0.6666666666666666,0.16216216216216217,0.09743589743589742,0.47692307692307695,0.0788823262904488
BW,Gemini,W1,W6,65,0.3384615384615385,0.5555555555555556,0.22727272727272727,0.2170940170940171,0.676923076923077,0.18392589775129456
BW,Gemini,W2,canonical,65,0.38461538461538464,0.5714285714285714,0.16,0.18681318681318676,0.6307692307692307,0.13340002437204812
BW,Gemini,W2,W1,65,0.13846153846153847,0.42857142857142855,0.3333333333333333,0.2901098901098901,0.8461538461538461,0.2918069599925101
BW,Gemini,W2,W2,65,0.1076923076923077,1.0,1.0,0.8923076923076922,1.0,
BW,Gemini,W2,W3,65,0.1076923076923077,0.2857142857142857,0.2857142857142857,0.178021978021978,0.8461538461538461,0.19950738916256194
BW,Gemini,W2,W4,65,0.03076923076923077,0.2857142857142857,1.0,0.2549450549450549,0.9230769230769231,0.5128728387747139
BW,Gemini,W2,W5,65,0.5692307692307692,0.7142857142857143,0.13513513513513514,0.1450549450549451,0.47692307692307695,0.1017656102044242
BW,Gemini,W2,W6,65,0.3384615384615385,0.42857142857142855,0.13636363636363635,0.09010989010989007,0.6461538461538462,0.06615691904316011
BW,Gemini,W3,canonical,65,0.38461538461538464,0.42857142857142855,0.12,0.04395604395604391,0.6,0.03138824102871724
BW,Gemini,W3,W1,65,0.13846153846153847,0.0,0.0,-0.13846153846153847,0.7538461538461538,-0.13927150363278917
BW,Gemini,W3,W2,65,0.1076923076923077,0.2857142857142857,0.2857142857142857,0.178021978021978,0.8461538461538461,0.19950738916256194
BW,Gemini,W3,W3,65,0.1076923076923077,1.0,1.0,0.8923076923076922,1.0,
BW,Gemini,W3,W4,65,0.03076923076923077,0.0,0.0,-0.03076923076923077,0.8615384615384616,-0.06189844605901724
BW,Gemini,W3,W5,65,0.5692307692307692,0.7142857142857143,0.13513513513513514,0.1450549450549451,0.47692307692307695,0.10176561020442416
BW,Gemini,W3,W6,65,0.3384615384615385,0.0,0.0,-0.3384615384615385,0.5538461538461539,-0.24849184225967452
BW,Gemini,W4,canonical,65,0.38461538461538464,0.5,0.04,0.11538461538461536,0.6153846153846154,0.04225771273642587
BW,Gemini,W4,W1,65,0.13846153846153847,1.0,0.2222222222222222,0.8615384615384616,0.8923076923076924,0.4444444444444452
BW,Gemini,W4,W2,65,0.1076923076923077,1.0,0.2857142857142857,0.8923076923076922,0.9230769230769231,0.512872838774714
BW,Gemini,W4,W3,65,0.1076923076923077,0.0,0.0,-0.1076923076923077,0.8615384615384616,-0.06189844605901724
BW,Gemini,W4,W4,65,0.03076923076923077,1.0,1.0,0.9692307692307692,1.0,
BW,Gemini,W4,W5,65,0.5692307692307692,1.0,0.05405405405405406,0.4307692307692308,0.46153846153846156,0.15499685165842556
BW,Gemini,W4,W6,65,0.3384615384615385,0.5,0.045454545454545456,0.16153846153846152,0.6615384615384615,0.06082588744530993
BW,Gemini,W5,canonical,65,0.38461538461538464,0.5135135135135135,0.76,0.12889812889812885,0.6307692307692307,0.30456627810809545
BW,Gemini,W5,W1,65,0.13846153846153847,0.16216216216216217,0.6666666666666666,0.023700623700623702,0.47692307692307695,0.0788823262904488
BW,Gemini,W5,W2,65,0.1076923076923077,0.13513513513513514,0.7142857142857143,0.027442827442827444,0.47692307692307695,0.1017656102044242
BW,Gemini,W5,W3,65,0.1076923076923077,0.13513513513513514,0.7142857142857143,0.027442827442827444,0.47692307692307695,0.10176561020442416
BW,Gemini,W5,W4,65,0.03076923076923077,0.05405405405405406,1.0,0.023284823284823286,0.46153846153846156,0.15499685165842556
BW,Gemini,W5,W5,65,0.5692307692307692,1.0,1.0,0.4307692307692308,1.0,
BW,Gemini,W5,W6,65,0.3384615384615385,0.35135135135135137,0.5909090909090909,0.01288981288981289,0.49230769230769234,0.031313834212921804
BW,Gemini,W6,canonical,65,0.38461538461538464,0.5,0.44,0.11538461538461536,0.6153846153846154,0.16964394998773727
BW,Gemini,W6,W1,65,0.13846153846153847,0.22727272727272727,0.5555555555555556,0.0888111888111888,0.676923076923077,0.1839258977512946
BW,Gemini,W6,W2,65,0.1076923076923077,0.13636363636363635,0.42857142857142855,0.028671328671328655,0.6461538461538462,0.06615691904316012
BW,Gemini,W6,W3,65,0.1076923076923077,0.0,0.0,-0.1076923076923077,0.5538461538461539,-0.2484918422596745
BW,Gemini,W6,W4,65,0.03076923076923077,0.045454545454545456,0.5,0.014685314685314685,0.6615384615384615,0.06082588744530993
BW,Gemini,W6,W5,65,0.5692307692307692,0.5909090909090909,0.35135135135135137,0.021678321678321733,0.49230769230769234,0.031313834212921804
BW,Gemini,W6,W6,65,0.3384615384615385,1.0,1.0,0.6615384615384615,1.0,
BW,Llama,canonical,canonical,65,0.015384615384615385,1.0,1.0,0.9846153846153847,1.0,
BW,Llama,canonical,W1,65,0.03076923076923077,0.0,0.0,-0.03076923076923077,0.9538461538461539,-0.022271770159368726
BW,Llama,canonical,W2,65,0.015384615384615385,0.0,0.0,-0.015384615384615385,0.9692307692307692,-0.01562500000000002
BW,Llama,canonical,W3,65,0.1076923076923077,0.0,0.0,-0.1076923076923077,0.8769230769230769,-0.04342552086122817
BW,Llama,canonical,W4,65,0.0,0.0,,0.0,0.9846153846153847,
BW,Llama,canonical,W5,65,0.0,0.0,,0.0,0.9846153846153847,
BW,Llama,canonical,W6,65,0.03076923076923077,0.0,0.0,-0.03076923076923077,0.9538461538461539,-0.022271770159368744
BW,Llama,W1,canonical,65,0.015384615384615385,0.0,0.0,-0.015384615384615385,0.9538461538461539,-0.022271770159368726
BW,Llama,W1,W1,65,0.03076923076923077,1.0,1.0,0.9692307692307692,1.0,
BW,Llama,W1,W2,65,0.015384615384615385,0.5,1.0,0.4846153846153846,0.9846153846153847,0.7015607600201139
BW,Llama,W1,W3,65,0.1076923076923077,0.0,0.0,-0.1076923076923077,0.8615384615384616,-0.06189844605901724
BW,Llama,W1,W4,65,0.0,0.0,,0.0,0.9692307692307692,
BW,Llama,W1,W5,65,0.0,0.0,,0.0,0.9692307692307692,
BW,Llama,W1,W6,65,0.03076923076923077,0.5,0.5,0.46923076923076923,0.9692307692307692,0.484126984126984
BW,Llama,W2,canonical,65,0.015384615384615385,0.0,0.0,-0.015384615384615385,0.9692307692307692,-0.01562500000000002
BW,Llama,W2,W1,65,0.03076923076923077,1.0,0.5,0.9692307692307692,0.9846153846153847,0.7015607600201139
BW,Llama,W2,W2,65,0.015384615384615385,1.0,1.0,0.9846153846153847,1.0,
BW,Llama,W2,W3,65,0.1076923076923077,0.0,0.0,-0.1076923076923077,0.8769230769230769,-0.04342552086122817
BW,Llama,W2,W4,65,0.0,0.0,,0.0,0.9846153846153847,
BW,Llama,W2,W5,65,0.0,0.0,,0.0,0.9846153846153847,
BW,Llama,W2,W6,65,0.03076923076923077,0.0,0.0,-0.03076923076923077,0.9538461538461539,-0.022271770159368726
BW,Llama,W3,canonical,65,0.015384615384615385,0.0,0.0,-0.015384615384615385,0.8769230769230769,-0.04342552086122816
BW,Llama,W3,W1,65,0.03076923076923077,0.0,0.0,-0.03076923076923077,0.8615384615384616,-0.06189844605901724
BW,Llama,W3,W2,65,0.015384615384615385,0.0,0.0,-0.015384615384615385,0.8769230769230769,-0.04342552086122816
BW,Llama,W3,W3,65,0.1076923076923077,1.0,1.0,0.8923076923076922,1.0,
BW,Llama,W3,W4,65,0.0,0.0,,0.0,0.8923076923076924,
BW,Llama,W3,W5,65,0.0,0.0,,0.0,0.8923076923076924,
BW,Llama,W3,W6,65,0.03076923076923077,0.0,0.0,-0.03076923076923077,0.8615384615384616,-0.061898446059017245
BW,Llama,W4,canonical,65,0.015384615384615385,,0.0,,0.9846153846153847,
BW,Llama,W4,W1,65,0.03076923076923077,,0.0,,0.9692307692307692,
BW,Llama,W4,W2,65,0.015384615384615385,,0.0,,0.9846153846153847,
BW,Llama,W4,W3,65,0.1076923076923077,,0.0,,0.8923076923076924,
BW,Llama,W4,W4,65,0.0,,,,1.0,
BW,Llama,W4,W5,65,0.0,,,,1.0,
BW,Llama,W4,W6,65,0.03076923076923077,,0.0,,0.9692307692307692,
BW,Llama,W5,canonical,65,0.015384615384615385,,0.0,,0.9846153846153847,
BW,Llama,W5,W1,65,0.03076923076923077,,0.0,,0.9692307692307692,
BW,Llama,W5,W2,65,0.015384615384615385,,0.0,,0.9846153846153847,
BW,Llama,W5,W3,65,0.1076923076923077,,0.0,,0.8923076923076924,
BW,Llama,W5,W4,65,0.0,,,,1.0,
BW,Llama,W5,W5,65,0.0,,,,1.0,
BW,Llama,W5,W6,65,0.03076923076923077,,0.0,,0.9692307692307692,
BW,Llama,W6,canonical,65,0.015384615384615385,0.0,0.0,-0.015384615384615385,0.9538461538461539,-0.022271770159368744
BW,Llama,W6,W1,65,0.03076923076923077,0.5,0.5,0.46923076923076923,0.9692307692307692,0.484126984126984
BW,Llama,W6,W2,65,0.015384615384615385,0.0,0.0,-0.015384615384615385,0.9538461538461539,-0.022271770159368726
BW,Llama,W6,W3,65,0.1076923076923077,0.0,0.0,-0.1076923076923077,0.8615384615384616,-0.06189844605901725
BW,Llama,W6,W4,65,0.0,0.0,,0.0,0.9692307692307692,
